,iteration,error,fairness_violation
0,0,0.4877742946708464,0.005768136636954907
1,1,0.503448275862069,0.001703499592811171
2,2,0.5070010449320794,0.0008193514093039401
3,3,0.5029780564263323,0.0049351625128679945
4,4,0.5026959247648903,0.0010593603230736662
5,5,0.5051201671891328,0.003454969377168383
6,6,0.5048813255709808,0.003472327608616375
7,7,0.50141065830721,0.0007322912772137603
8,8,0.5022640195053989,0.001055778052955635
9,9,0.5074608150470219,4.462343399636068e-05
10,10,0.5044172128811627,0.00014835800378855749
11,11,0.5015673981191222,0.0016766475613593402
12,12,0.497275138654449,0.0023138108670075755
13,13,0.4969547693685625,0.0002443531434818385
14,14,0.4972622779519331,0.0011294191144479457
15,15,0.49627742946708464,0.00010096051941676682
16,16,0.4981375622349253,0.0010894557517388268
17,17,0.49867641936607454,0.0013238905188837885
18,18,0.4998185117967333,0.00034283714619046503
19,19,0.5008463949843259,0.0013696047479333454
20,20,0.5003433348260934,0.001767592656045241
21,21,0.49988600740951833,0.002061342546123648
22,22,0.5000954068420336,0.0009534713437566681
23,23,0.4991379310344828,0.0011563374677573677
24,24,0.49850783699059553,0.0001974634862933683
25,25,0.4971545695683627,0.0005009838609053407
26,26,0.4976198769302217,0.0009954321830291184
27,27,0.4985669502910882,0.0004335427085000585
28,28,0.49843260188087773,0.0006348878730951769
29,29,0.4987460815047022,8.941348943893416e-05
30,30,0.4967337445646678,0.00022142579788680556
31,31,0.4978448275862069,0.00012062272002142918
32,32,0.4976726512776669,0.00046028057998295536
33,33,0.49867232159321406,0.00040059375416293575
34,34,0.49737572772055527,0.0019206961459325889
35,35,0.497161267850923,0.0018545351738772033
36,36,0.49702617978480046,9.140266227025711e-05
37,37,0.4958257713248639,0.000973730301836431
38,38,0.4951048951048951,0.0006716312734063466
39,39,0.4952978056426332,0.0008344861053782263
40,40,0.49580243137854574,0.0013732045530051762
41,41,0.4957157784743991,0.0003626386299873774
42,42,0.49550193190930963,0.0005288967122559256
43,43,0.49549729267597603,0.00044497710116739157
44,44,0.4955764541971438,0.000279352632060133
45,45,0.49535232383808087,0.0014105855516111318
46,46,0.49540452211031816,0.0003146426814126568
47,47,0.4957157784743991,9.97449155251464e-05
48,48,0.49652613396455764,5.978629473185514e-05
49,49,0.49791849529780563,0.001182400958776063
50,50,0.4976581228102526,0.0005417153641764216
51,51,0.49725102483723166,2.997064292929865e-05
52,52,0.4976873484355592,3.0742807698881246e-05
53,53,0.4976198769302217,0.00024559714760111017
54,54,0.49787403818751774,0.00015774093075962691
55,55,0.49849977608598295,0.0003382615666331845
56,56,0.4981026233294835,0.0006780141803951049
57,57,0.4973300183763917,0.00021531768615181673
58,58,0.49741246479995743,0.00035686141707261693
59,59,0.49774294670846386,0.0012304854382996085
60,60,0.4975692481628038,0.000502013632459066
61,61,0.498017999797755,0.00013455404815519332
62,62,0.4975867044832561,4.7794930602650383e-05
63,63,0.4973060344827586,0.0010036612133111683
64,64,0.49758379551482995,8.919537941504554e-05
65,65,0.4982616129951552,0.00030161384705724645
66,66,0.49819866186309825,5.031791699141182e-05
67,67,0.4981375622349253,0.00019680086790976325
68,68,0.4984235155149698,7.652489351037531e-05
69,69,0.49811016569637256,0.0003128421461959576
70,70,0.4977173385138416,0.0018756140632323266
71,71,0.4974050853361198,0.0006142163680214806
72,72,0.4978399965646068,0.0002050538484120689
73,73,0.49735660425315587,0.0006854521273468471
74,74,0.4969780564263322,0.0003115849602428038
75,75,0.49621349612275195,0.0003929210793469298
76,76,0.4956153564304034,0.0008277864328243619
77,77,0.49560324732738525,0.00025355264034859266
78,78,0.49563112574897816,7.538551822455239e-05
79,79,0.49544670846394984,0.0007001846127138883
80,80,0.49574673942490033,0.0005783968315157937
81,81,0.4957871396895787,0.0013162228178498
82,82,0.4956905993881481,0.00012286051803240113
83,83,0.4955665024630541,9.734906324758799e-05
84,84,0.4952535496957403,5.10544583076285e-05
85,85,0.4953342567616825,0.0005259500028908664
86,86,0.4953986956365077,0.0018070554205509735
87,87,0.49566115702479335,0.00039950650538680553
88,88,0.4946919798527702,8.873520994212012e-05
89,89,0.4945593869731801,1.4142635165313892e-05
90,90,0.494367701264253,7.752708697606562e-05
91,91,0.4942006269592476,0.0004938407535151799
92,92,0.49427309805507796,0.00014016796404501538
93,93,0.49458413926499034,0.0009763733949706561
94,94,0.49423527470714396,4.703662233485121e-05
95,95,0.49376959247648905,0.0005877742946707993
96,96,0.4938564457227806,0.0006977655066004341
97,97,0.4936152517433306,0.0010081481024453553
98,98,0.4933725974478326,0.00010016100731247167
99,99,0.49344827586206896,0.0005328388838834724
100,100,0.4935162481765418,0.0002202436240844606
101,101,0.49397627389513804,0.00011530134327958565
102,102,0.49408040904525674,0.0005861916249396312
103,103,0.49417651314203037,0.0005462364507569551
104,104,0.49403194506642784,4.783738370677851e-05
105,105,0.4938427870112971,0.0005121106992531237
106,106,0.49399115225734624,0.0004099725868236238
107,107,0.49326599326599324,0.00026422512532747045
108,108,0.4932846337465129,0.0007016113869997098
109,109,0.4933257338273012,0.00032084576164425867
110,110,0.49323618289135535,0.00025187616916664017
111,111,0.4935176892073444,0.0013561738911474844
112,112,0.49306183593641634,0.0010090344598032684
113,113,0.49304845185062973,0.0004763845154335557
114,114,0.4930516559901867,0.0008414042387390071
115,115,0.4928386120419414,0.0005980549953049078
116,116,0.4928810652948584,0.0002932560546991893
117,117,0.4929440518569683,4.755599482494064e-05
118,118,0.4930007112562894,0.0005283564579905691
119,119,0.49276384535005235,7.575757575757821e-05
120,120,0.49268633902432707,0.00035698286211200954
121,121,0.4924302379361735,0.0005134096451165295
122,122,0.4923770930499274,0.00035774480057632725
123,123,0.49236019820002025,0.00017979714610370055
124,124,0.4926695924764891,0.00047441134151160165
125,125,0.49297905159974137,0.000192908960017251
126,126,0.4928738923308568,0.00023204624885139792
127,127,0.4928830329153605,0.0005287993135428429
128,128,0.49284829044251666,0.0001582532821867971
